id,text_features,type,source
1888705,Kus käisid sa?   Teatri- ja Muusikamuuseumi arhiivraamatukogu: raamatud ja noodid  käsikirja paljundus,noodid,train
3187895,Üldtööliste ja Teenijate Ühisuse Tallinna Osakonna Transporttööliste sektsiooni revisjonikomisjoni pitser     Üld Tööliste ja Teenijate Ühisuse Tallinna Osakonna Transporttööliste sektsioon Rew Kommisjon Korras,pitser/templijäljend,train
2944560,Dekoratsioonikavand lavastusele Kalevipoeg teatris Estonia     Saare kallas,kavand/joonis/eskiis,train
4092218,"Tüütus, Tüütus
Ainult kaasa minna.Laine üks lainelaeva. 
Õõtsub mandri ja mere vahel.
Seisad kesk suletud seebimulli
B: Üks kuningas oli kord maata.
Sina kauge päike.
Ei ole lohutust",helisalvestis,train
2746358,"8. Eesti Laskurkorpus. Reproduktsioon skeemist ""Sõjaretked a.[?]""",fotonegatiiv,train
3649157,"Kostüümikavand tegelasele Vana krahv Moor lavastusele Röövlid. Fr. Schiller, Vanemuine 1983",kavand/joonis/eskiis,train
3648813,"""Kokoro"" flöödile ja klaverile, 1971   Avo Sõmera CV ja käsikirjad saabusid muuseumisse posti teel. Arvo Sõmer on Eesti päritolu muusikateadlane ja helilooja Avo Sõmer (sündinud 1934) on eelkõige tuntud 20. sajandi heliloojate, sh Debussy ja Tubina loomingut analüüsivate kirjutiste poolest. 
Ehkki Sõmer töötas aastast 1962 kuni pensionile jäämiseni 2000. aastal Connecticuti Ülikoolis, on ta mitmel korral loengute ning ettekannetega esinenud ka Eestis.
Tema isikuarhiiv M524 sisaldab valdavalt heliloomingu originaalkäsikirju aastatest 1954-1978. Esindatud on nii koori- kui kammermuusika. M524:2/8:3",käsikiri,train
3627148,Kostüümikavand Daam pikas tualetis Estonia teatri lavastusest Bajadeer,kavand/joonis/eskiis,train
3491363,Летняя школа,käsikiri,train
4294555,"Traviata, Teater Estonia, 1987, osades: Germont - Vladimir Tšernov    TB020322",fotonegatiiv,train
205058,"karikatuur, Albert Üksip     F. Randel ""Teeneline näitleja A.Üksip""",karikatuur,train
3563659,"Kostüümikavand tegelasele Olga lavastuses Ohver. R. Kangro, Estonia 1981",kavand/joonis/eskiis,train
3402896,"Tallinna Sööklate, Restoranide ja Kohvikute Trust. Söökla ""Kungla"", Karjamaa tn.4, ca 1960 - 1970.    Majandusajaloo Muuseumi likvideerimiskomisjoni poolt üleantud albumid.",foto,train
4040988,"Käsikiri, Naissoo, Uno-Ühel kaugel päeval -segakoorile",käsikiri,train
3288463,Hiiumaa motiiv,graafika,train
3690575,Kostüümikavand Paula osatäitjale Vanemuise teatri lavastusest Tooma tohter. Paula pulm,kavand/joonis/eskiis,train
2743782,Eesti Laskurkorpuse tankistid lähevad lahingusse.,foto,train
3186852,"Foto, Eduard Visnapuu, Maal Friedebert Tuglas",foto,train
3394002,Majandusajaloo Muuseumi likvideerimiskomsjoni poolt üleantud albumid.,foto,train
3975681,Telegramm õnnitlustega N.Goldschmidt`ile Maria Mihhailova`lt ja Oskar Lind`ilt,telegramm,train
3523623,"Kava, Franz Erika, ooper -Deemon Estonia teatris",kava,train
3430424,Majandusajaloo Muuseumi likvideerimiskomsjoni poolt üleantud esemed.,foto,train
397555,Fotoplakat. Plakatil kujutatakse rulluisutajaid. Allservas sponsorite logod. Mitmevärvitrükis. Mõõdud: 42x59 cm. Fotoplakat. Plakatil kujutatakse rulluisutajaid. Allservas sponsorite logod. Mitmevärvitrükis. Mõõdud: 42x59 cm.,plakat,train
4313015,"A: F. Schubert: Sümfoonia nr. 8 in B minor, H moll: Unfinished, 2nd Movement Part 2 Andante con moto
B. jätk",helisalvestis,train
3282300,Alexandra     ENSV Riiklik Avalik Raamatukogu,raamat,train
2782754,"Von Dehn'i pitser vapiga Lakk  Õpetatud Eesti Seltsi kogust  Ovaalsele pitseriväljale paigutatud prantsuse vapikilbil kujutatakse sarikat. Kask kannab aadlikrooni ja kahe kotkatiiva vahele paigutatud sarikat. Kilpi kaunistab rikkalik taimornament. Päises initsiaalid ""J v. D"".  Mõranenud",pitser/templijäljend,train
2012029,"Reklaamleht: Hamlet Anderson, Endla 2011",kava,train
2338531,"1. üleliidulise kunstilise isetegevuse festivali kooride- laureaatide VALIKKONTSERDID Tallinnas 29. juunist 2. juulini. (vene k.)     Mitmevärvitrükk. Sinisel taustal lillad, punased, oranžid, rohelised jne. ringid ja kaared. Tekst üleval. Ofsettrükk.",plakat,train
3100451,Kostüümikavand tegelasele Don Juan lavastuses Palju kära ei millestki teatris Estonia,kavand/joonis/eskiis,train
4114904,"""Tantsulugu"" tšellole klaverisaatega","käsikiri, muusikateos",train
3719739,Петер возвращается домой,raamat,train
2931780,"Aino Tamm, C. G. Röder arve seoses eesti rahvalaulude trükkimisega",dokument,train
2040739,"ENSV Sõjavägede juhataja kindral-major Ljubovtsevi käskkiri nr 02, 5.juulist 1941.a.     Üleandja: Vello Kuldna (AM)",foto,train
3202665,Rapla kiriku pitser     Siegel der kirche zu Rappel Korras,pitser/templijäljend,train
3965992,"Käsikiri, Ernesaks ,Gustav-Ood laulupeole, sõn.M.Raud, ühendkoorile,partituur",käsikiri,train
2076604,Pühajärve      hõbepeegel,fotonegatiiv,train
2334292,Sõlenupp   Saadud Mati Mandeli juhatatud kaevamistel 1983-1990 aastatel. (II kaevand),arheoloogiline leid,train
2159050,Eesti Helikunsti Keskus New Yorgis: Kaljo Raid:  Kontserdikavad  Kaljo Raid- Kontserdikavad Juta Kurmani poolt kogutud Eesti Helikunsti Keskuse New Yorgis arhiiv.,kava,train
3526278,"T412 Kustav-Agu Püümani teatrikavandid, arhiivmaterjalid, fotod T412:2/84:39",kavand/joonis/eskiis,train
2936362,"Aino Tamm, märkmed seoses eesti rahvalaulude tõlkimise ja trükki toimetamisega",märkmed,train
3851479,Wilhelm Petersenni portree      koltunud,graafika,train
3269238,"Dokument, Karl Leichter, VII IMC kongress, Inglismaa",dokument,train
2662680,"Plastmasstoodete vabriku ""Salvo"" kantseleitoodete reklaamlehtede komplekt   Esemed on saadud Tallinnast Mustamäelt pärandvara hulgast. Korter kuulus Maido Limbakule (1934-2000), kes töötas omal ajal  ENSV Riikliku Ajaloomuuseumi filiaali ""Tööliste Kelder"" juhatajana.
D tähist kandvad pitsatid on üle antud 1953. aastal ERMi  poolt (väljaandeakt nr 139; 08.01.53). Miks ja kuidas on need eraisiku kätte sattunud, pole teada. 1971. Mõõdud 21,5x15 cm.",väiketrükis,train
3658610,P. Ivanovski kiri Georg Otsale Harkovist,kiri,train
3393608,Majandusajaloo Muuseumi likvideerimiskomsjoni poolt üleantud albumid.,foto,train
3208239,Mutionu sünnipäev     Masinak. korras,käsikiri,train
3683038,"Külmataat, Teater Estonia, 1950, osades: Külmataat – Aaro Pärn, Dunja – Meta Kodanipork",fotonegatiiv,train
3675719,Kostüümikavand Aabram Wulfson osatäitjale Pärnu teatri lavastusest Rätsepad Sillamatsil,kavand/joonis/eskiis,train
3182645,"Kutse, Karl Leinus, kutsekaardid",kutse,train
2902687,"Kava,Sümfooniakontsert,Bach
Missa h -moll,dirl R.Matsov",kava,train
1617693,"Tikutoos  Tikutoosid Suitsupakid ostis Vahur Lõhmuse äi, Jaan Vaitmaa talongide eest 1990-1991. aastatel  Tikutoos on valgest papist ja risttahukakujuline; selle esiküljel on mustaga kujutatud mulgikuues ja torukübaraga meest; toosis on puidust tikud",pakend,train
2334524,"Savinõu   Saadud Mati Mandeli juhatatud kaevamistel 1990-1997 aastatel  Ajaloomuuseumi 1996. a arheoloogiliste kaevamiste leiud (Lihula Piiskopilinnus, Lihula, Läänemaa)",arheoloogiline leid,train
3300322,"Mustlasparun, Estonia, 1912   Ajaloomuuseum andis Parikase Klaasnegatiivid Teatri- ja Muusikamuuseumile üle 10.11.1948",fotonegatiiv,train
2084015,"Prelüüd B-duur. Prelüüd F-duur   Mart Saare isikukogu M9 V.R. poolt lisatud märge ""2 Prelüüdi (B, F)""  koltunud, rebenenud",käsikiri,train
3157302,Nukukavand lavastusele Inetu tüdruk Nukuteatris     R. Laidre,kavand/joonis/eskiis,train
3359273,"Kannatlik künnimees, muusika Horre Zeiger, sõnad Heldur Karmo   Horre Zeigeri dokumendid, fotod, partituurid, mis on kogutud levimuusika näituse projekti raames. Materjal omab muusikaloolist väärtust. Horre Zeigeri kogu on M 520.  M520:2/6:1 partituur sõnadega","käsikiri, noodid",train
3482692,"EMO segakoor, Estonia ja Riigi Ringhäälingu sümfoonia orkester, N. Loona, I. Uudelepp, R. Sildnik, V. Veikat, H. Schüts, T. Koha, K. Shypris, dirigent V. Nerep",dokument,train
4092977,"iluplakat, muusikal: Kes usub, kes mitte; A. Liives. Estonia 1970     sinise põhjaga iluplakat",plakat,train
3525819,Kiri Aliide Ungersonilt Juhan Simmile,kiri,train
4049751,"Ajakiri Uus Talu, nr 3, 1934",ajakiri,train
2844639,"Sümfooniakontserdi kava, 28. september 1958, dirigent Neeme Järvi",kava,train
2861021,"Kava,Sümfooniakontsert,dir. K.
Raudsepp, 1961",kava,train
3910429,Trükitud H. Laakmanni kulu ja kirjadega. Lehed koltunud. Kaante servad kulunud.,raamat,train
3912552,Leonid Leonov. Esietendus 07.10.1957. Lavastaja Kulno Süvalep.,plakat,train
3971793,"Kava, Kaljuste, Heino-1975.aasta üldlaulupeo kava",kava,train
3370425,"Foto, Karl Leichter, Laine Leichter tütre Epuga",foto,train
2669608,"Laualehed: Eesti ja Euroopa Liit   Euroopa Liidu teavitusmaterjalid. Üle antud Riigikantselei poolt. 16 tk. 2000-2008. a. Mõõdud 29,8x21 cm.",väiketrükis,train
2653050,"Tallinn, Mäekalda tänav.",fotonegatiiv,train
2233976,"Filmi ""Indrek"" võtted   Osaliselt säilinud negatiivikogu Tallinnfilmi fotoarhiivist - kolme filmi kajastused: ""Indrek"", ""Ohtlikud mängud"" ja ""Värvilised unenäod"". Edastatud Filmimuuseumile Kinoliidu kaudu. 

 6x6 kaadriformaadiga mustvalge negatiiv Töömoment: Mauruse kooli õpilased",fotonegatiiv,train
3231338,Tervitused ja õnnetlused asutustelt ja organisatsioonidelt Aino Tammele.,postkaart,train
2491379,"Grupipilt: kriminaalpolitsei töötajad ja politseiülemad  Foto albumis  Lääne-Saare prefekt Johann Kokla fotoalbumi F32998 fotod. Vasakult: 1. ..., 2. Otto Eiland (Heinlaid), 3. August Ploom, 4. Johann Kokla, 5. Emil Jürisson (Jürisoo)?",foto,train
2708383,"Tallinn, Pirita, Kloostrimetsa. Harju Jahindusklubi.",fotonegatiiv,train
2774358,Krahv Osten-Sacken'i pitser vapiga Lakk  Õpetatud Eesti Seltsi kogust   Mõranenud,pitser/templijäljend,train
3626329,"Kostüümikavand, II vaatuse Lapsed, takutüdrukud lavastusele Mimeskid. S. Grünberg, L. Sumera, Vanemuine 1981",kavand/joonis/eskiis,train
2804935,"Toomas Tondu: Voldik, Baden-Baden",dokument,train
2473669,"Seeria: ""5 aastat Odessa vabastamisest saksa fašistlikest anastajaist Nõukogude armee poolt"". Visa tööga taastatakse Odessat. Linn muutub sama kauniks, kui enne sõda.",foto,train
3667204,Kostüümikavand Maggi osatäitjale Pärnu teatri lavastusest Billy Jacki lugu,kavand/joonis/eskiis,train
203576,"Süit ""Neli eskiisi"" puhkpillikvintetile. Partituur         4 eskiisi.Süit puhkpillikvintetile","käsikiri, muusikateos",train
3063593,Victoria & Albert Museum. A Picture Book of the Pre-Raphaelites and their School     K. JUngholzi autogr.,album,train
2164795,"""Tere, kuusi, tere, petäj"", ""Imäl oli jo"" segakoorile   Mart Saare isikukogu M9   koltunud, narmendab","käsikiri, laul/ vokaalmuusika",train
3942780,"Ilmutus kõues ja tormis     Raamat brosheeritud, hallide kartongkaantega. Välja antud Tartus 1909.a. 42 lk. Illustreeritud. Trükitud Ed. Bergmanni trk.  kulunud, koltunud, määrdunud, katkine",raamat,train
3435817,Majandusajaloo Muuseumi likvideerimiskomsjoni poolt üleantud esemed/albumid.,foto,train
4132166,"""Antti, ärtu armsakene"" meeskoorile a cappella","käsikiri, laul/ vokaalmuusika",train
3817018,"Voldemar Panso portree 1960-ndate lõpp
koduses miljöös, K. Suure pühendusega   Saadud muuseumile kogumisretkelt Pansode maja pööningule 2017-2018 T170:2/11:70",foto,train
3534169,"Kostüümikavand tegelasele Mehis lavastuses Tasuleegid. E. Kapp, Estonia 1945",kavand/joonis/eskiis,train
4049987,"Ajakiri Eesti Naine, nr 12, 1937",ajakiri,train
2521536,killing    aardeleid metallnõus,münt,train
3606621,"Illustratsioon Köögipiiga õitsva puu juures, Ööbik",kavand/joonis/eskiis,train
3535322,"Kava, Franz Erika, näidend-Fanny ja tema teenijad",kava,train
2402525,"Raamat: Bernhard Kellermann, Yester ja Li, ""Uusim kirjandus"", Tallinn 1927",raamat,train
2039850,"Portree: Jürri Kask, 65-aastane, Rapla kihelkonnast. Ch.Borchardti portreede sarjast ""Eesti tüübid"". Sari (kokku 12 portreed) hinnati hõbemedali vääriliseks 1867.a Moskva Keiserliku Ülikooli Loodusuurijate Seltsi ülevenemaalisel etnograafianäitusel.     511. III. 301 d.",foto,train
2351041,"Medal     1500 a. Kiievit, Ivan Franko",medal,train
2073383,Ev.luteriusu kirik,fotonegatiiv,train
2605099,J.V.Stalini portree,maal,train
4028766,Teater Ugala lavastuste digifotod 2015 - 2019,digitaalne kujutis,train
2657551,"Tallinn, Põhja-Tallinn, Kalamaja, J. Nikonovi (Soo) tänav jaPõhja puiestee nurk.",fotonegatiiv,train
2806836,Ajaloomuuseumi töötaja kunstnik Richard Ringo,fotonegatiiv,train
2551044,Tõend: Rahvalaulikud: Aleksander Jürgens: Vändra: Tõend töötamise kohta Dvigatelis: 1941   Rahvalaulikud Mo 237,dokument,train
3664009,Kostüümikavand Timofejev osatäitjale Pärnu teatri lavastusest Viis õhtut,kavand/joonis/eskiis,train
2479998,Foto: August Pulst: Aesoo viiulikoor: kaks fotot: 1905: Fotod Jüri Riismann   August Pulsti isikukogu M234,foto,train
2074599,"Aurik ""Nürnberg"" sadamas      Äärtes hõbepeegel, sulfuratsioon",fotonegatiiv,train
2214768,"""Tarbeklaasi"" tootenäidis   Tegemist on A. Valveti, kes töötas 1960.-1970.a.a. vabrikus ""Tarbeklaas"" fotograafina,  fotode ja negatiividega ettevõtte tootenäidistest. Lisaks vesimärkidega kalkad tootesarjast ""Sodiaagi märgid"".",fotonegatiiv,train
3242426,"Foto Teater Estonia sõnalavastusest Mida soovite      nööpnõela augud, tagaküljel liimi jäljed",foto,train
2233917,"Filmi ""Indrek"" võtted   Osaliselt säilinud negatiivikogu Tallinnfilmi fotoarhiivist - kolme filmi kajastused: ""Indrek"", ""Ohtlikud mängud"" ja ""Värvilised unenäod"". Edastatud Filmimuuseumile Kinoliidu kaudu. 

 6x6 kaadriformaadiga mustvalge negatiiv Miralda - Maria Klenskaja",fotonegatiiv,train
3335540,fotod saadud VAT Teatrilt,digitaalne kujutis,train
4045413,"A: L. Beethoven: Sümfoonia nr. 2 re-mažoor, op. 36
1. Adagio molto. Allegro con brio
2. Larghetto
B: L. Beerhoven: Sümfoonia nr. 2 re-mažoor, op.36
3. Scherzo. Allergo
4. Allegro molto",helisalvestis,train
3678883,Georg Otsa olustikuline foto õhupallidega,foto,train
236640,"pliiats, krokii visand; paremal nurgas sign. E.Einmann ; vasakus nurgas Ants Lauter 1965; 34x45; tugitoolis istuv mees peavaade vasakule, vasakpoolne käsi toetub diivanile küünarnukiga, parempoolne käsi väljasirutatud ettepoole",graafika,train
2667774,C. H. Z. pitser  Lakk  Õpetatud Eesti Seltsi kogust  Dominus Protector Meus Mõranenud,pitser/templijäljend,train
3910482,"Dokument, Lepnurm, Hugo- Valga kiriku orel",dokument,train
3637543,"Foto, Eugen Kapp, 1977",foto,train
3523151,"Kava,Eduard Visnapuu, Nagu teile meeldib",kava,train
2041852,Pärnu Vallikraav     Ostetud Vilhelmine Tamselt.,"foto, postkaart",train
2911905,"Kiri Aino Tammele Tooni Kroonilt, Tartus 6.02.1935",kiri,train
2334890,"münt   Uugla asulakoha 2005. a arheoloogiline kaevamine, leiud 1-322; 2006 a leiud 323 - 508. M. Mandel",arheoloogiline leid,train
3626071,"Don Quijote, Teater Estonia, 1958, osades: Sancho Panza – Heino Otto, Don Quijote – Valter Luts",fotonegatiiv,train
3165012,"joonistus, Meditsiiniõde Eesti korpus puhkekodust 1943. a.      Kergelt määrdunud",joonistus,train
3254410,"Vaclav Šuki kiri Virve Lippusele



   Endel Lippuse ja Virve Lippuse arhiiv M 169, mõned materjalid Urve Lippusest M 131 24:01:00",kiri,train
4033949,"Oreliõhtu kavaleht, Tallinna Jaani kirik, 14.02.1923",kava,train
3225083,"Toomas Nipernaadi, Draamateater, 1936, stseen neljandast novellist, Päev Terikeste külas",fotonegatiiv,train
3840359,"pildil: esineb Lilija Vasseljova, klaveril Elsa Avesson",fotonegatiiv,train
3448484,Kostüümikavand tegelasele Vanamehed. Vürst Igor. Estonia 1951,kavand/joonis/eskiis,train
4049455,"Ajakiri Sõjahüüd, nr 115, 1939",ajakiri,train
2197588,"Kutse: Silvia Laidla Näitleja Silvia Laidla isikukogu (dokumendid, fotod, esemed)",kutse,train
3329188,"Kutse, Karl Leichter, Arne Mikk 50 juubelikontsert",kutse,train
2077699,"Pilte Eesti lennueskadrill ""Tasuja"" elust. Tallinnas Lasnamäel. Relvameister Nikolai Minajev.     Ostetud ""ETA""-lt.",fotonegatiiv,train
2319413,Karjasekeppnõel   Kaevanud 1971.a. V. Lõugas,arheoloogiline leid,train
3432967,Majandusajaloo Muuseumi likvideerimiskomsjoni poolt üleantud esemed - fotoalbumid.,foto,train
2725032,Raamat Aadam õpib maailma tundma,raamat,train
3341913,"Kostüümikavand tegelasele proua Helene Alving lavastuses Kummitused Vene teatris
   Teatrikunstnik Maimu Vannase dekoratsiooni- ja kostüümikavandid. Seni esindamata materjal tema isikukogus.",kavand/joonis/eskiis,train
4291396,"pildil: Eesti Raadio segakoori ja sümfooniaorkestri kontsert, Beethoveni Missa Solemnis ettekanne, Kaie Konradile ulatatakse lilli    TB200222",fotonegatiiv,train
198701,"""Kodumaa laul"" op.43 segakoorile a cappella         Kodumaa laul","käsikiri, laul/ vokaalmuusika",train
3390767,"Annetaja selgitus dokumentidel figureerivate isikute omavahelise perekondliku sideme kohta:

""Antud dokumendid jõudsid meie kätte läbi Ralf Valdeku teise abikaasa Maimu Valdeku, kes on nüüd juba ise ka mitu aastat juba maamullas. Tombergid olid Ralfi emapoolne liin ja Valdekud isapoolne. Ralf oli ainuke laps. Järeltulijad puuduvad."" 

Ralf Valdek (20.sept 1909-1996), 1927 lõpetas Tallinna Reaalkooli; korp Viroonia vilistlane, tehnikateaduste kandidaat. 1947.a sai põlevkivifenoolide uurimistöö eest Nõukogude Eesti preemia. Töötas 1944.aastast ENSV TA Termofüüsika ja Eektrofüüsika Instituudi pooljuhtide sektori vanema teadusliku töötajana. Boriss ja Georg Valdeku onupoeg.   Kolloodiumfoto",foto,train
3625991,"Giselle, Teater Estonia, 1959, osades: Giselle – Eike Joasoo",fotonegatiiv,train
2334007,Kvartsikillud   Kaevanud A.Kriiska 1997.a. I kalme äärevarest,arheoloogiline leid,train
3706039,Der unverstandene Mann     Otto Aloe autogramm,raamat,train
3555463,"Estonia teatri koori foto, 1935/1936     suureformaadiline",foto,train
3147748,"Kava,Eduard Visnapuu, Tartu Naislaulu Seltsi naiskoor",kava,train
3391839,Majandusajaloo muuseumi likvideerimisel üleantavad albumid.,foto,train
4030435,Rakvere Teatri 2018-2019 lavastuste digifotod   Marina Verani - Silja Miks,digitaalne kujutis,train
4283240,"Kiri, Muusikamuuseumi Ühingu kirjavahetus",kiri,train
4046991,Põhjalased     Eesti Selts Estonia teatri raamatukogu,käsikiri,train
3493558,"Kiri Ajalehelt ""Edasi""",kiri,train
2331623,Savinõu ktk-d   Kaevanud M.Mandel 1987.a. Kultuurimaja asemelt,arheoloogiline leid,train
4086041,"Rome ja Julja, Noorsooteater, 1969, osades: Sinjoora Capuletti - Anne Tuuling, Tybalt - Tõnu Tamm, Mercutio - Mauri Raus, Montecchi - Karl Kalkun, Sinjoora Montecchi - Karin Karm    TB130321",fotonegatiiv,train
3246448,"Kuivainekarp PIPAR     1. Eksponeeriti AM näitusel ""Oi aegu ammuseid..."" Maarjamäe lossis dets. 1994 kuni märts 1996 Karp on kulunud ja roosteplekkidega",laegas/karp,train
223873,Foto (negatiiv). ENSV Teatriühingu aastapreemiate üleandmine. Märts 1978. Näitlejate I järgu preemia saab Lembit Eelmäe. Preemia annab kätte Kaarel Ird. (vaata ka Sirp ja Vasar no 12;24 03.1978). Foto Elmar Köster. Must-valge negatiiv   1978 1978,fotonegatiiv,train
4304221,"Tänukiri, Muusikamuuseumi Ühingule Eesti Lauljate Liidult , 1935 (rullis)",aukiri/auaadress,train
2318277,Käevõru ktk   Kaevanud M.Mandel 1976-80.a.,arheoloogiline leid,train
3582436,"Kostüümikavand Piimanaised, müüjannad, talunaised lavastusele Boheem. G. Puccini, Vanemuine 2001   saadud ""Vanemuisest"" G. Puccini; 12.04.2001 G. Puccini; 12.04.2001",kavand/joonis/eskiis,train
4260960,"Estonia Seltsi lavakunstnikkude toetamise fondi valitsuse koosoleku protokoll      rebendid, tahma jäljed",dokument,train
4085299,L. Roosipuult kiri Adolf Vedrole: soovib A. Vedro juurde tuba saada,paber,train
3512533,"T412 Kustav-Agu Püümani teatrikavandid, arhiivmaterjalid, fotod T412:2/63:4",kavand/joonis/eskiis,train
2653053,"Tallinn, Mäekalda tänav.",fotonegatiiv,train
393301,"Erineva formaadi ja otstarbega kalendrid. Taskukalender, 1 leht. M: 11 x 7 cm. Taskukalender, 1 leht.",kalender,train
2405132,Purustatud Tallinn 1944.a.,foto,train
3370602,"graafika, Tiesenhausen langeb koos Ordu lipuga Ascheradeni lahingus. 1842      koltunud, laiguline",graafika,train
3559591,"ETMM teatriosakonna endise juhataja, teatriloolase, õppejõu, Draamateatri kirjandusalajuhataja ja teatrileksikoni peatoimetaja Kalju Haani arhiivimaterjalid ja fotod. Materjalid saadeti muuseumisse pärast Kalju Haani surma 2015. aastal. ETMM T575 2/3:17",foto,train
2168274,"Foto (negatiiv). ""Kolmekrossiooper"" (Bertold Brecht). Pärnu Draamateater, 1975.   Polly - Lii Tedre. Foto: Valdur Vahi. Must-valge negatiiv.   Pärnu Teater; autor:B.Brecht; 1975 Pärnu Teater; autor:B.Brecht; 1975",fotonegatiiv,train
2951331,"Kava,Sümfooniakontsert,dir.
V.Järvi",kava,train
3985726,Kontserdikava: ERSO  kontsert Rumeenias,kava,train
1683794,"Plakatikogu ühingu majas Kaartlis Karli kogu korraldusel 29.märts 1937 komöödia 3.vaatuses, tants, einelaud  veidi kortsus ja määrdunud",plakat,train
3240226,Aino Tamme õpilaste õhtu Estonia kontsertsaalis,kava,train
4148843,"plakat, Rein Rannap. Klassika ja džäss. Esineb Rein Rannap. 6.12.1986 Leningradi kontserdisaal. Vene k",plakat,train
3165708,Äksi kiriku sigill lakk  Õpetatud Eesti Seltsi kogust  Äksi kirik Tartumaal Mõranenud,pitser/templijäljend,train
3713972,Kolp,graafika,train
3367502,Urmas Sisaski poolt üle antud arhiivmaterjalid M438:1 M438:1/9:26,kava,train
3509206,"T412 Kustav-Agu Püümani teatrikavandid, arhiivmaterjalid, fotod T412:2/54:38",kavand/joonis/eskiis,train
3051033,Kiirte pärg,raamat,train
2917454,Fotoseeria Soovime õnne! - V. Panso juubel,foto,train
3622905,Руководство к инструментовке. Пер. П.И. Чайковского   Heino Elleri testamendiga 5. 03.1993 Eesti Teatri- ja Muusikamuuseumile pärandatud raamatu- ja noodikogu,raamat,train
3163673,Paucker'i (baltisaksa vaimulikud ja haritlased) pitser vapiga lakk  Õpetatud Eesti Seltsi kogust   Mõranenud,pitser/templijäljend,train
3675542,"Kostüümikavand tegelasele Noormees lavastuses Carmen. G. Bizet, Vanemuine 1991   saadud ""Vanemuisest"" G. Bizet; 21.12.1991; kostüüm G. Bizet; 21.12.1991; kostüüm",kavand/joonis/eskiis,train
229153,Akateeminen Heimoklubi lint Miina Härma Lauluseltsile juubeliks      1) Miina Hermanni Lauluseltsile  2) Akateeminen - Heimoklubi,lint/pael,train
4049270,"Ajakiri Kooliuuenduslane, nr 10, 1935",ajakiri,train
2042428,Portree: John Girard de Soucanton.     Acc II 943 d,foto,train
2080404,Tänavale tõstetud töölisperekonna korteri sisustus hoone seina ääres.     Ostetud fotograaf Hans Soosaarelt,fotonegatiiv,train
3489828,Kultuuriministeerium ostis negatiivid G. Vaidla leselt 1999. aastal ja andis üle ETMM-le Kultuuriministeerium ostis negatiivid G. Vaidla leselt 1999. aastal ja andis üle ETMM-le,fotonegatiiv,train
